# $t$	$x$	$y$	$z$
2.798389e+01	4.113776e+00	6.563836e+00	2.356495e+01
2.798925e+01	4.243403e+00	6.629976e+00	2.337716e+01
2.799461e+01	4.369899e+00	6.703086e+00	2.319813e+01
2.800534e+01	4.615570e+00	6.869930e+00	2.286650e+01
2.801499e+01	4.830917e+00	7.043110e+00	2.259857e+01
2.802464e+01	5.043378e+00	7.237460e+00	2.236026e+01
2.803429e+01	5.255132e+00	7.452192e+00	2.215248e+01
2.804394e+01	5.468082e+00	7.686475e+00	2.197631e+01
2.805359e+01	5.683867e+00	7.939273e+00	2.183301e+01
2.806325e+01	5.903879e+00	8.209426e+00	2.172401e+01
2.807290e+01	6.129262e+00	8.495556e+00	2.165087e+01
2.808255e+01	6.360919e+00	8.796059e+00	2.161524e+01
2.809220e+01	6.599510e+00	9.109057e+00	2.161884e+01
2.810185e+01	6.845447e+00	9.432353e+00	2.166340e+01
2.811151e+01	7.098884e+00	9.763389e+00	2.175065e+01
2.812116e+01	7.359708e+00	1.009920e+01	2.188219e+01
2.813081e+01	7.627524e+00	1.043638e+01	2.205946e+01
2.814046e+01	7.901636e+00	1.077104e+01	2.228362e+01
2.815011e+01	8.181034e+00	1.109884e+01	2.255547e+01
2.815976e+01	8.464377e+00	1.141492e+01	2.287532e+01
2.816942e+01	8.749980e+00	1.171400e+01	2.324283e+01
2.817907e+01	9.035806e+00	1.199037e+01	2.365692e+01
2.818872e+01	9.319469e+00	1.223805e+01	2.411564e+01
2.819837e+01	9.598241e+00	1.245087e+01	2.461598e+01
2.820802e+01	9.869075e+00	1.262268e+01	2.515384e+01
2.821768e+01	1.012865e+01	1.274753e+01	2.572391e+01
2.822733e+01	1.037341e+01	1.281993e+01	2.631968e+01
2.823698e+01	1.059968e+01	1.283512e+01	2.693344e+01
2.824663e+01	1.080370e+01	1.278937e+01	2.755639e+01
2.825628e+01	1.098179e+01	1.268020e+01	2.817883e+01
2.826593e+01	1.113044e+01	1.250667e+01	2.879041e+01
2.827559e+01	1.124646e+01	1.226952e+01	2.938043e+01
2.828524e+01	1.132710e+01	1.197129e+01	2.993824e+01
2.829393e+01	1.136761e+01	1.165415e+01	3.040433e+01
2.830261e+01	1.137659e+01	1.129551e+01	3.082916e+01
2.831043e+01	1.135718e+01	1.094160e+01	3.117125e+01
2.831825e+01	1.131164e+01	1.056285e+01	3.147132e+01
2.832607e+01	1.124025e+01	1.016417e+01	3.172639e+01
2.833388e+01	1.114367e+01	9.750795e+00	3.193427e+01
2.834170e+01	1.102285e+01	9.327978e+00	3.209355e+01
2.834952e+01	1.087913e+01	8.901135e+00	3.220371e+01
2.835734e+01	1.071416e+01	8.475408e+00	3.226515e+01
2.836516e+01	1.052974e+01	8.055685e+00	3.227868e+01
2.837297e+01	1.032802e+01	7.646428e+00	3.224615e+01
2.838079e+01	1.011123e+01	7.251653e+00	3.216980e+01
2.838861e+01	9.881695e+00	6.874856e+00	3.205223e+01
2.839643e+01	9.641891e+00	6.518923e+00	3.189666e+01
2.840425e+01	9.394209e+00	6.186190e+00	3.170622e+01
2.841206e+01	9.141071e+00	5.878325e+00	3.148443e+01
2.841988e+01	8.884802e+00	5.596545e+00	3.123478e+01
2.842770e+01	8.627641e+00	5.341583e+00	3.096069e+01
2.843552e+01	8.371679e+00	5.113654e+00	3.066555e+01
2.844334e+01	8.118844e+00	4.912610e+00	3.035250e+01
2.845115e+01	7.870908e+00	4.737993e+00	3.002457e+01
2.845897e+01	7.629481e+00	4.589083e+00	2.968460e+01
2.846679e+01	7.395949e+00	4.464929e+00	2.933511e+01
2.847461e+01	7.171571e+00	4.364494e+00	2.897854e+01
2.848243e+01	6.957360e+00	4.286552e+00	2.861692e+01
2.849024e+01	6.754234e+00	4.229928e+00	2.825226e+01
2.849806e+01	6.562883e+00	4.193370e+00	2.788619e+01
2.850588e+01	6.383909e+00	4.175638e+00	2.752032e+01
2.851370e+01	6.217727e+00	4.175577e+00	2.715595e+01
2.852152e+01	6.064687e+00	4.192042e+00	2.679437e+01
2.852933e+01	5.924978e+00	4.224017e+00	2.643660e+01
2.853715e+01	5.798752e+00	4.270521e+00	2.608371e+01
2.854497e+01	5.686029e+00	4.330714e+00	2.573650e+01
2.855279e+01	5.586819e+00	4.403800e+00	2.539590e+01
2.856061e+01	5.501021e+00	4.489127e+00	2.506252e+01
2.856842e+01	5.428554e+00	4.586088e+00	2.473725e+01
2.857624e+01	5.369240e+00	4.694213e+00	2.442056e+01
2.858406e+01	5.322946e+00	4.813067e+00	2.411333e+01
2.859188e+01	5.289452e+00	4.942344e+00	2.381593e+01
2.859970e+01	5.268606e+00	5.081754e+00	2.352928e+01
2.860751e+01	5.260171e+00	5.231130e+00	2.325369e+01
2.861533e+01	5.263999e+00	5.390288e+00	2.299017e+01
2.862315e+01	5.279862e+00	5.559166e+00	2.273903e+01
2.863097e+01	5.307609e+00	5.737678e+00	2.250117e+01
2.863879e+01	5.347051e+00	5.925792e+00	2.227720e+01
2.864660e+01	5.398046e+00	6.123480e+00	2.206797e+01
2.865442e+01	5.460430e+00	6.330726e+00	2.187416e+01
2.866224e+01	5.534080e+00	6.547499e+00	2.169671e+01
2.867006e+01	5.618845e+00	6.773759e+00	2.153636e+01
2.867788e+01	5.714620e+00	7.009420e+00	2.139417e+01
2.868569e+01	5.821257e+00	7.254365e+00	2.127095e+01
2.869351e+01	5.938656e+00	7.508400e+00	2.116790e+01
2.870133e+01	6.066655e+00	7.771270e+00	2.108589e+01
2.870915e+01	6.205136e+00	8.042608e+00	2.102626e+01
2.871697e+01	6.353902e+00	8.321957e+00	2.098988e+01
2.872478e+01	6.512790e+00	8.608711e+00	2.097825e+01
2.873260e+01	6.681535e+00	8.902129e+00	2.099223e+01
2.874042e+01	6.859901e+00	9.201298e+00	2.103340e+01
2.874824e+01	7.047514e+00	9.505105e+00	2.110255e+01
2.875606e+01	7.244018e+00	9.812259e+00	2.120124e+01
2.876387e+01	7.448917e+00	1.012121e+01	2.133036e+01
2.877169e+01	7.661656e+00	1.043019e+01	2.149103e+01
2.877951e+01	7.881567e+00	1.073716e+01	2.168408e+01
2.878733e+01	8.107880e+00	1.103985e+01	2.191032e+01
2.879515e+01	8.339687e+00	1.133566e+01	2.217021e+01
2.880296e+01	8.575963e+00	1.162182e+01	2.246411e+01
2.881078e+01	8.815519e+00	1.189521e+01	2.279188e+01
2.881860e+01	9.057038e+00	1.215259e+01	2.315320e+01
2.882642e+01	9.299017e+00	1.239039e+01	2.354712e+01
2.883424e+01	9.539838e+00	1.260508e+01	2.397240e+01
2.884205e+01	9.777675e+00	1.279284e+01	2.442707e+01
2.884987e+01	1.001063e+01	1.295009e+01	2.490879e+01
2.885769e+01	1.023659e+01	1.307307e+01	2.541440e+01
2.886551e+01	1.045339e+01	1.315841e+01	2.594022e+01
2.887333e+01	1.065879e+01	1.320302e+01	2.648199e+01
2.888114e+01	1.085043e+01	1.320414e+01	2.703473e+01
2.888896e+01	1.102605e+01	1.315973e+01	2.759304e+01
2.889678e+01	1.118330e+01	1.306816e+01	2.815097e+01
2.890460e+01	1.132006e+01	1.292887e+01	2.870230e+01
2.891241e+01	1.143421e+01	1.274193e+01	2.924044e+01
2.892023e+01	1.152396e+01	1.250838e+01	2.975901e+01
2.892805e+01	1.158765e+01	1.223021e+01	3.025137e+01
2.893587e+01	1.162404e+01	1.191029e+01	3.071158e+01
2.894369e+01	1.163216e+01	1.155249e+01	3.113382e+01
2.895150e+01	1.161147e+01	1.116135e+01	3.151304e+01
2.895932e+01	1.156180e+01	1.074199e+01	3.184498e+01
2.896714e+01	1.148343e+01	1.030021e+01	3.212615e+01
2.897496e+01	1.137708e+01	9.842093e+00	3.235419e+01
2.898278e+01	1.124387e+01	9.373831e+00	3.252765e+01
2.899059e+01	1.108524e+01	8.901558e+00	3.264592e+01
2.899841e+01	1.090308e+01	8.431317e+00	3.270958e+01
2.900623e+01	1.069951e+01	7.968661e+00	3.271999e+01
2.901405e+01	1.047692e+01	7.518670e+00	3.267927e+01
2.902187e+01	1.023785e+01	7.085962e+00	3.259010e+01
2.902968e+01	9.984995e+00	6.674329e+00	3.245584e+01
2.903750e+01	9.721108e+00	6.286902e+00	3.228012e+01
2.904454e+01	9.476448e+00	5.960974e+00	3.208974e+01
2.905158e+01	9.227048e+00	5.657989e+00	3.187183e+01
2.905861e+01	8.974821e+00	5.378838e+00	3.162935e+01
2.906565e+01	8.721600e+00	5.124026e+00	3.136518e+01
2.907268e+01	8.469109e+00	4.893696e+00	3.108212e+01
2.907972e+01	8.218973e+00	4.687741e+00	3.078289e+01
2.908676e+01	7.972661e+00	4.505699e+00	3.046998e+01
2.909379e+01	7.731510e+00	4.346973e+00	3.014572e+01
2.910083e+01	7.496753e+00	4.210772e+00	2.981237e+01
2.910786e+01	7.269430e+00	4.096196e+00	2.947184e+01
2.911490e+01	7.050494e+00	4.002213e+00	2.912602e+01
2.912194e+01	6.840720e+00	3.927790e+00	2.877648e+01
2.912897e+01	6.640777e+00	3.871837e+00	2.842471e+01
2.913601e+01	6.451228e+00	3.833255e+00	2.807205e+01
2.914305e+01	6.272493e+00	3.811005e+00	2.771963e+01
2.915008e+01	6.104933e+00	3.804032e+00	2.736856e+01
2.915712e+01	5.948769e+00	3.811404e+00	2.701968e+01
2.916415e+01	5.804200e+00	3.832159e+00	2.667395e+01
2.917119e+01	5.671285e+00	3.865505e+00	2.633197e+01
2.917823e+01	5.550083e+00	3.910650e+00	2.599450e+01
2.918526e+01	5.440559e+00	3.966893e+00	2.566209e+01
2.919230e+01	5.342674e+00	4.033631e+00	2.533537e+01
2.919934e+01	5.256304e+00	4.110297e+00	2.501476e+01
2.920637e+01	5.181354e+00	4.196450e+00	2.470084e+01
2.921341e+01	5.117659e+00	4.291680e+00	2.439398e+01
2.922044e+01	5.065067e+00	4.395654e+00	2.409466e+01
2.922748e+01	5.023402e+00	4.508111e+00	2.380325e+01
2.923452e+01	4.992495e+00	4.628826e+00	2.352024e+01
2.924155e+01	4.972165e+00	4.757662e+00	2.324595e+01
2.924859e+01	4.962251e+00	4.894480e+00	2.298094e+01
2.925562e+01	4.962574e+00	5.039258e+00	2.272548e+01
2.926266e+01	4.972987e+00	5.191914e+00	2.248018e+01
2.926970e+01	4.993335e+00	5.352478e+00	2.224540e+01
2.927673e+01	5.023482e+00	5.520959e+00	2.202169e+01
2.928377e+01	5.063302e+00	5.697418e+00	2.180949e+01
2.929081e+01	5.112680e+00	5.881886e+00	2.160942e+01
2.929784e+01	5.171517e+00	6.074458e+00	2.142193e+01
2.930488e+01	5.239715e+00	6.275150e+00	2.124779e+01
2.931191e+01	5.317200e+00	6.484036e+00	2.108752e+01
2.931895e+01	5.403892e+00	6.701134e+00	2.094187e+01
2.932599e+01	5.499731e+00	6.926469e+00	2.081150e+01
2.933302e+01	5.604645e+00	7.159988e+00	2.069724e+01
2.934006e+01	5.718585e+00	7.401658e+00	2.059978e+01
2.934710e+01	5.841467e+00	7.651297e+00	2.052014e+01
2.935413e+01	5.973243e+00	7.908774e+00	2.045902e+01
2.936117e+01	6.113818e+00	8.173787e+00	2.041747e+01
2.936820e+01	6.263098e+00	8.445993e+00	2.039638e+01
2.937787e+01	6.482222e+00	8.830933e+00	2.040266e+01
2.938754e+01	6.717168e+00	9.227027e+00	2.045210e+01
2.939721e+01	6.967404e+00	9.632222e+00	2.054746e+01
2.940688e+01	7.232254e+00	1.004396e+01	2.069121e+01
2.941655e+01	7.510824e+00	1.045905e+01	2.088600e+01
2.942622e+01	7.801987e+00	1.087361e+01	2.113402e+01
2.943589e+01	8.104322e+00	1.128306e+01	2.143730e+01
2.944556e+01	8.416084e+00	1.168207e+01	2.179725e+01
2.945523e+01	8.735163e+00	1.206454e+01	2.221468e+01
2.946490e+01	9.059048e+00	1.242369e+01	2.268948e+01
2.947457e+01	9.384804e+00	1.275209e+01	2.322051e+01
2.948424e+01	9.709056e+00	1.304183e+01	2.380534e+01
2.949391e+01	1.002800e+01	1.328474e+01	2.444005e+01
2.950358e+01	1.033742e+01	1.347263e+01	2.511913e+01
2.951228e+01	1.060402e+01	1.358823e+01	2.576231e+01
2.952098e+01	1.085566e+01	1.364756e+01	2.642899e+01
2.952968e+01	1.108871e+01	1.364615e+01	2.711149e+01
2.953839e+01	1.129956e+01	1.358055e+01	2.780130e+01
2.954709e+01	1.148454e+01	1.344832e+01	2.848875e+01
2.955579e+01	1.164026e+01	1.324877e+01	2.916379e+01
2.956449e+01	1.176352e+01	1.298249e+01	2.981591e+01
2.957320e+01	1.185159e+01	1.265203e+01	3.043470e+01
2.958103e+01	1.189887e+01	1.230326e+01	3.095469e+01
2.958886e+01	1.191460e+01	1.191015e+01	3.143270e+01
2.959669e+01	1.189800e+01	1.147791e+01	3.186265e+01
2.960453e+01	1.184878e+01	1.101258e+01	3.223938e+01
2.961236e+01	1.176716e+01	1.052086e+01	3.255875e+01
2.962019e+01	1.165387e+01	1.000989e+01	3.281781e+01
2.962802e+01	1.151012e+01	9.487007e+00	3.301482e+01
2.963586e+01	1.133759e+01	8.959515e+00	3.314923e+01
2.964369e+01	1.113838e+01	8.434447e+00	3.322174e+01
2.965152e+01	1.091490e+01	7.918444e+00	3.323382e+01
2.965935e+01	1.066993e+01	7.417445e+00	3.318827e+01
2.966718e+01	1.040642e+01	6.936710e+00	3.308845e+01
2.967502e+01	1.012746e+01	6.480651e+00	3.293829e+01
2.968207e+01	9.865807e+00	6.094250e+00	3.276372e+01
2.968912e+01	9.596506e+00	5.732722e+00	3.255532e+01
2.969616e+01	9.321829e+00	5.397514e+00	3.231656e+01
2.970321e+01	9.043967e+00	5.089568e+00	3.205088e+01
2.971026e+01	8.765011e+00	4.809346e+00	3.176165e+01
2.971731e+01	8.486924e+00	4.556890e+00	3.145215e+01
2.972436e+01	8.211525e+00	4.331887e+00	3.112542e+01
2.973141e+01	7.940497e+00	4.133750e+00	3.078440e+01
2.973846e+01	7.675328e+00	3.961592e+00	3.043171e+01
2.974551e+01	7.417342e+00	3.814391e+00	3.006976e+01
2.975256e+01	7.167744e+00	3.690967e+00	2.970082e+01
2.975961e+01	6.927500e+00	3.590043e+00	2.932678e+01
2.976665e+01	6.697476e+00	3.510318e+00	2.894943e+01
2.977370e+01	6.478378e+00	3.450468e+00	2.857036e+01
2.978075e+01	6.270759e+00	3.409143e+00	2.819089e+01
2.978780e+01	6.075070e+00	3.385099e+00	2.781228e+01
2.979485e+01	5.891615e+00	3.377110e+00	2.743555e+01
2.980190e+01	5.720631e+00	3.383999e+00	2.706165e+01
2.980895e+01	5.562228e+00	3.404729e+00	2.669135e+01
2.981600e+01	5.416469e+00	3.438316e+00	2.632540e+01
2.982305e+01	5.283326e+00	3.483850e+00	2.596439e+01
2.983010e+01	5.162740e+00	3.540567e+00	2.560892e+01
2.983715e+01	5.054586e+00	3.607758e+00	2.525948e+01
2.984419e+01	4.958709e+00	3.684808e+00	2.491653e+01
2.985124e+01	4.874927e+00	3.771215e+00	2.458048e+01
2.985829e+01	4.803035e+00	3.866521e+00	2.425174e+01
2.986534e+01	4.742823e+00	3.970410e+00	2.393068e+01
2.987239e+01	4.694061e+00	4.082553e+00	2.361767e+01
2.987944e+01	4.656535e+00	4.202798e+00	2.331306e+01
2.988649e+01	4.630022e+00	4.330962e+00	2.301724e+01
2.989354e+01	4.614306e+00	4.466975e+00	2.273056e+01
2.990059e+01	4.609186e+00	4.610779e+00	2.245340e+01
2.990764e+01	4.614471e+00	4.762410e+00	2.218617e+01
2.991469e+01	4.629985e+00	4.921877e+00	2.192928e+01
2.992173e+01	4.655573e+00	5.089317e+00	2.168316e+01
2.992878e+01	4.691088e+00	5.264780e+00	2.144829e+01
2.993583e+01	4.736412e+00	5.448431e+00	2.122517e+01
2.994288e+01	4.791435e+00	5.640395e+00	2.101433e+01
2.995255e+01	4.882539e+00	5.917556e+00	2.074613e+01
2.996222e+01	4.991553e+00	6.211033e+00	2.050374e+01
2.997189e+01	5.118356e+00	6.521212e+00	2.028890e+01
2.998156e+01	5.262841e+00	6.848307e+00	2.010357e+01
2.999123e+01	5.424965e+00	7.192511e+00	1.994987e+01
3.000090e+01	5.604666e+00	7.553771e+00	1.983012e+01
3.001057e+01	5.801895e+00	7.931852e+00	1.974682e+01
3.002024e+01	6.016560e+00	8.326206e+00	1.970266e+01
3.002991e+01	6.248516e+00	8.735931e+00	1.970051e+01
3.003958e+01	6.497525e+00	9.159684e+00	1.974337e+01
3.004925e+01	6.763228e+00	9.595608e+00	1.983435e+01
3.005892e+01	7.045096e+00	1.004124e+01	1.997660e+01
3.006859e+01	7.342393e+00	1.049343e+01	2.017324e+01
3.007826e+01	7.654123e+00	1.094826e+01	2.042723e+01
3.008793e+01	7.978984e+00	1.140095e+01	2.074124e+01
3.009760e+01	8.315309e+00	1.184584e+01	2.111749e+01
3.010727e+01	8.661020e+00	1.227633e+01	2.155754e+01
3.011694e+01	9.013581e+00	1.268490e+01	2.206207e+01
3.012661e+01	9.369956e+00	1.306320e+01	2.263060e+01
3.013628e+01	9.726582e+00	1.340215e+01	2.326127e+01
3.014595e+01	1.007936e+01	1.369218e+01	2.395054e+01
3.015465e+01	1.038980e+01	1.390336e+01	2.461656e+01
3.016336e+01	1.068968e+01	1.405986e+01	2.532026e+01
3.017206e+01	1.097504e+01	1.415508e+01	2.605478e+01
3.018076e+01	1.124179e+01	1.418325e+01	2.681197e+01
3.018947e+01	1.148564e+01	1.413931e+01	2.758227e+01
3.019817e+01	1.170230e+01	1.401974e+01	2.835477e+01
3.020687e+01	1.188767e+01	1.382268e+01	2.911784e+01
3.021557e+01	1.203787e+01	1.354824e+01	2.985916e+01
3.022341e+01	1.214015e+01	1.323659e+01	3.049772e+01
3.023124e+01	1.220900e+01	1.286701e+01	3.109971e+01
3.023907e+01	1.224274e+01	1.244386e+01	3.165680e+01
3.024691e+01	1.224020e+01	1.197284e+01	3.216142e+01
3.025474e+01	1.220075e+01	1.146079e+01	3.260702e+01
3.026179e+01	1.213366e+01	1.097126e+01	3.295312e+01
3.026884e+01	1.203707e+01	1.046087e+01	3.324412e+01
3.027589e+01	1.191177e+01	9.935960e+00	3.347805e+01
3.028294e+01	1.175896e+01	9.402937e+00	3.365394e+01
3.028999e+01	1.158018e+01	8.868111e+00	3.377185e+01
3.029703e+01	1.137726e+01	8.337502e+00	3.383253e+01
3.030408e+01	1.115234e+01	7.816787e+00	3.383787e+01
3.031113e+01	1.090779e+01	7.311012e+00	3.379032e+01
3.031818e+01	1.064610e+01	6.824634e+00	3.369293e+01
3.032523e+01	1.036990e+01	6.361445e+00	3.354919e+01
3.033228e+01	1.008185e+01	5.924539e+00	3.336297e+01
3.033933e+01	9.784652e+00	5.516291e+00	3.313834e+01
3.034638e+01	9.480932e+00	5.138383e+00	3.287945e+01
3.035343e+01	9.173237e+00	4.791861e+00	3.259040e+01
3.036048e+01	8.863994e+00	4.477200e+00	3.227521e+01
3.036753e+01	8.555475e+00	4.194352e+00	3.193770e+01
3.037458e+01	8.249799e+00	3.942865e+00	3.158155e+01
3.038163e+01	7.948867e+00	3.721867e+00	3.121004e+01
3.038868e+01	7.654374e+00	3.530223e+00	3.082621e+01
3.039573e+01	7.367880e+00	3.366605e+00	3.043292e+01
3.040278e+01	7.090666e+00	3.229512e+00	3.003257e+01
3.040983e+01	6.823841e+00	3.117340e+00	2.962732e+01
3.041687e+01	6.568380e+00	3.028455e+00	2.921921e+01
3.042392e+01	6.324973e+00	2.961188e+00	2.880973e+01
3.043097e+01	6.094290e+00	2.913944e+00	2.840054e+01
3.043802e+01	5.876730e+00	2.885177e+00	2.799278e+01
3.044507e+01	5.672599e+00	2.873393e+00	2.758748e+01
3.045212e+01	5.482117e+00	2.877213e+00	2.718565e+01
3.045917e+01	5.305360e+00	2.895360e+00	2.678804e+01
3.046622e+01	5.142324e+00	2.926684e+00	2.639529e+01
3.047327e+01	4.992946e+00	2.970106e+00	2.600803e+01
3.048032e+01	4.857075e+00	3.024732e+00	2.562671e+01
3.048737e+01	4.734538e+00	3.089734e+00	2.525181e+01
3.049442e+01	4.625094e+00	3.164401e+00	2.488368e+01
3.050147e+01	4.528509e+00	3.248153e+00	2.452272e+01
3.050852e+01	4.444481e+00	3.340468e+00	2.416917e+01
3.051557e+01	4.372753e+00	3.440977e+00	2.382344e+01
3.052262e+01	4.313020e+00	3.549356e+00	2.348574e+01
3.052967e+01	4.264994e+00	3.665380e+00	2.315639e+01
3.053671e+01	4.228391e+00	3.788897e+00	2.283564e+01
3.054376e+01	4.202942e+00	3.919820e+00	2.252382e+01
3.055081e+01	4.188391e+00	4.058136e+00	2.222118e+01
3.055786e+01	4.184500e+00	4.203869e+00	2.192812e+01
3.056491e+01	4.191052e+00	4.357124e+00	2.164487e+01
3.057196e+01	4.207851e+00	4.518000e+00	2.137194e+01
3.057901e+01	4.234726e+00	4.686699e+00	2.110955e+01
3.058606e+01	4.271530e+00	4.863393e+00	2.085823e+01
3.059311e+01	4.318135e+00	5.048319e+00	2.061837e+01
3.060016e+01	4.374448e+00	5.241701e+00	2.039055e+01
3.060721e+01	4.440387e+00	5.443818e+00	2.017521e+01
3.061426e+01	4.515905e+00	5.654896e+00	1.997304e+01
3.062131e+01	4.600965e+00	5.875238e+00	1.978457e+01
3.062836e+01	4.695561e+00	6.105071e+00	1.961055e+01
3.063541e+01	4.799694e+00	6.344644e+00	1.945168e+01
3.064246e+01	4.913390e+00	6.594153e+00	1.930884e+01
3.064951e+01	5.036674e+00	6.853794e+00	1.918282e+01
3.065655e+01	5.169596e+00	7.123671e+00	1.907465e+01
3.066360e+01	5.312191e+00	7.403901e+00	1.898522e+01
3.067065e+01	5.464513e+00	7.694442e+00	1.891574e+01
3.067770e+01	5.626596e+00	7.995248e+00	1.886727e+01
3.068475e+01	5.798470e+00	8.306116e+00	1.884107e+01
3.069377e+01	6.032709e+00	8.718145e+00	1.884204e+01
3.070279e+01	6.282952e+00	9.145208e+00	1.888443e+01
3.071182e+01	6.549059e+00	9.585936e+00	1.897116e+01
3.072084e+01	6.830753e+00	1.003837e+01	1.910538e+01
3.072986e+01	7.127605e+00	1.050007e+01	1.929013e+01
3.073888e+01	7.438963e+00	1.096782e+01	1.952856e+01
3.074790e+01	7.763940e+00	1.143773e+01	1.982355e+01
3.075692e+01	8.101343e+00	1.190508e+01	2.017780e+01
3.076594e+01	8.449643e+00	1.236427e+01	2.059351e+01
3.077496e+01	8.806916e+00	1.280881e+01	2.107232e+01
3.078398e+01	9.170812e+00	1.323135e+01	2.161502e+01
3.079301e+01	9.538508e+00	1.362371e+01	2.222134e+01
3.080203e+01	9.906687e+00	1.397698e+01	2.288968e+01
3.081105e+01	1.027153e+01	1.428176e+01	2.361693e+01
3.082007e+01	1.062871e+01	1.452838e+01	2.439815e+01
3.082819e+01	1.093972e+01	1.469276e+01	2.514179e+01
3.083631e+01	1.123687e+01	1.479551e+01	2.591713e+01
3.084443e+01	1.151622e+01	1.483068e+01	2.671637e+01
3.085254e+01	1.177369e+01	1.479320e+01	2.753038e+01
3.086066e+01	1.200516e+01	1.467920e+01	2.834886e+01
3.086878e+01	1.220658e+01	1.448633e+01	2.916053e+01
3.087690e+01	1.237411e+01	1.421405e+01	2.995348e+01
3.088502e+01	1.250425e+01	1.386380e+01	3.071548e+01
3.089233e+01	1.258688e+01	1.348474e+01	3.136483e+01
3.089963e+01	1.263493e+01	1.304931e+01	3.197092e+01
3.090694e+01	1.264706e+01	1.256276e+01	3.252597e+01
3.091425e+01	1.262242e+01	1.203151e+01	3.302314e+01
3.092156e+01	1.256070e+01	1.146292e+01	3.345671e+01
3.092886e+01	1.246217e+01	1.086512e+01	3.382221e+01
3.093617e+01	1.232768e+01	1.024668e+01	3.411663e+01
3.094348e+01	1.215860e+01	9.616341e+00	3.433837e+01
3.095078e+01	1.195686e+01	8.982743e+00	3.448730e+01
3.095809e+01	1.172482e+01	8.354163e+00	3.456461e+01
3.096540e+01	1.146525e+01	7.738270e+00	3.457275e+01
3.097271e+01	1.118123e+01	7.141941e+00	3.451518e+01
3.097928e+01	1.090744e+01	6.626905e+00	3.441076e+01
3.098586e+01	1.061907e+01	6.136175e+00	3.426024e+01
3.099243e+01	1.031868e+01	5.672691e+00	3.406750e+01
3.099901e+01	1.000885e+01	5.238720e+00	3.383663e+01
3.100559e+01	9.692111e+00	4.835857e+00	3.357174e+01
3.101216e+01	9.370920e+00	4.465070e+00	3.327695e+01
3.101874e+01	9.047616e+00	4.126773e+00	3.295623e+01
3.102532e+01	8.724402e+00	3.820885e+00	3.261337e+01
3.103189e+01	8.403314e+00	3.546892e+00	3.225192e+01
3.103847e+01	8.086245e+00	3.303944e+00	3.187526e+01
3.104505e+01	7.774855e+00	3.090863e+00	3.148632e+01
3.105162e+01	7.470640e+00	2.906284e+00	3.108783e+01
3.105820e+01	7.174917e+00	2.748688e+00	3.068226e+01
3.106477e+01	6.888814e+00	2.616450e+00	3.027175e+01
3.107135e+01	6.613268e+00	2.507880e+00	2.985815e+01
3.107793e+01	6.349080e+00	2.421277e+00	2.944317e+01
3.108450e+01	6.096847e+00	2.354958e+00	2.902812e+01
3.109108e+01	5.857053e+00	2.307314e+00	2.861423e+01
3.109766e+01	5.630051e+00	2.276787e+00	2.820255e+01
3.110423e+01	5.416065e+00	2.261900e+00	2.779392e+01
3.111081e+01	5.215216e+00	2.261283e+00	2.738905e+01
3.111739e+01	5.027541e+00	2.273661e+00	2.698858e+01
3.112396e+01	4.852980e+00	2.297881e+00	2.659297e+01
3.113054e+01	4.691424e+00	2.332912e+00	2.620265e+01
3.113711e+01	4.542708e+00	2.377812e+00	2.581800e+01
3.114369e+01	4.406601e+00	2.431755e+00	2.543926e+01
3.115027e+01	4.282876e+00	2.494026e+00	2.506677e+01
3.115684e+01	4.171225e+00	2.563995e+00	2.470064e+01
3.116342e+01	4.071370e+00	2.641152e+00	2.434112e+01
3.117000e+01	3.983010e+00	2.725059e+00	2.398839e+01
3.117657e+01	3.905806e+00	2.815366e+00	2.364253e+01
3.118315e+01	3.839478e+00	2.911804e+00	2.330382e+01
3.118973e+01	3.783696e+00	3.014169e+00	2.297230e+01
3.119630e+01	3.738172e+00	3.122333e+00	2.264817e+01
3.120288e+01	3.702605e+00	3.236222e+00	2.233151e+01
3.120945e+01	3.676739e+00	3.355822e+00	2.202256e+01
3.121603e+01	3.660317e+00	3.481165e+00	2.172145e+01
3.122261e+01	3.653101e+00	3.612339e+00	2.142837e+01
3.122918e+01	3.654891e+00	3.749454e+00	2.114353e+01
3.123576e+01	3.665480e+00	3.892689e+00	2.086710e+01
3.124234e+01	3.684719e+00	4.042213e+00	2.059938e+01
3.124891e+01	3.712459e+00	4.198261e+00	2.034060e+01
3.125549e+01	3.748581e+00	4.361076e+00	2.009105e+01
3.126207e+01	3.792993e+00	4.530934e+00	1.985107e+01
3.126864e+01	3.845621e+00	4.708114e+00	1.962096e+01
3.127522e+01	3.906423e+00	4.892929e+00	1.940116e+01
3.128179e+01	3.975368e+00	5.085675e+00	1.919203e+01
3.128837e+01	4.052462e+00	5.286689e+00	1.899410e+01
3.129495e+01	4.137709e+00	5.496269e+00	1.880777e+01
3.130152e+01	4.231163e+00	5.714759e+00	1.863373e+01
3.130810e+01	4.332867e+00	5.942455e+00	1.847248e+01
3.131468e+01	4.442896e+00	6.179662e+00	1.832473e+01
3.132125e+01	4.561331e+00	6.426653e+00	1.819114e+01
3.132783e+01	4.688272e+00	6.683686e+00	1.807254e+01
3.133441e+01	4.823817e+00	6.950974e+00	1.796967e+01
3.134098e+01	4.968086e+00	7.228695e+00	1.788358e+01
3.134756e+01	5.121188e+00	7.516973e+00	1.781513e+01
